Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Klebsiella pneumoniae,third-generation cephalosporins,2013,Luxembourg,53,34.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Portugal,911,37.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Hungary,557,37.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Lithuania,145,44.1,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Croatia,376,50.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Czech Republic,1291,52.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Italy,1441,55.1,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Poland,376,65.2,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Latvia,92,66.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Slovakia,488,66.4,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Romania,214,67.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Bulgaria,138,69.6,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2013,Greece,1208,70.1,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Iceland,27,0.0,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Finland,372,3.8,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Norway,471,1.7,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Sweden,642,1.2,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Denmark,799,6.1,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Austria,720,5.6,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Netherlands,644,6.5,,,,
Klebsiella pneumoniae,aminoglycosides,2010,United Kingdom,797,4.9,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Germany,478,10.5,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Belgium,133,2.3,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Estonia,66,25.8,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Spain,1161,8.7,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Ireland,318,6.9,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Slovenia,196,23.0,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Cyprus,67,19.4,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Malta,57,12.3,,,,
Klebsiella pneumoniae,aminoglycosides,2010,France,1542,17.7,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Luxembourg,59,5.1,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Portugal,596,26.8,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Hungary,514,47.9,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Italy,735,29.1,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Lithuania,81,51.9,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Latvia,64,54.7,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Croatia,281,49.5,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Czech Republic,1245,46.7,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Bulgaria,127,68.5,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Romania,17,70.6,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Poland,231,31.2,,,,
Klebsiella pneumoniae,aminoglycosides,2010,Greece,1687,61.7,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Iceland,26,0.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Finland,404,1.2,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Norway,426,2.8,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Sweden,800,1.8,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Denmark,908,5.8,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Austria,790,7.2,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Netherlands,729,8.1,,,,
Klebsiella pneumoniae,aminoglycosides,2011,United Kingdom,979,4.3,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Germany,518,8.9,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Belgium,608,8.1,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Estonia,90,12.2,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Spain,1145,10.5,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Ireland,304,7.6,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Slovenia,232,22.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Cyprus,83,27.7,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Malta,52,9.6,,,,
Klebsiella pneumoniae,aminoglycosides,2011,France,1688,23.6,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Luxembourg,48,29.2,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Portugal,619,31.5,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Hungary,430,53.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Italy,661,34.6,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Lithuania,137,55.5,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Latvia,65,33.8,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Croatia,300,44.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Czech Republic,1283,44.7,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Bulgaria,120,71.7,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Romania,10,50.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Poland,383,47.5,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Greece,1649,69.0,,,,
Klebsiella pneumoniae,aminoglycosides,2011,Slovakia,466,66.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Iceland,16,0.0,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Finland,516,0.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Norway,622,2.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Sweden,976,2.5,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Denmark,902,6.0,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Austria,858,5.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Netherlands,685,6.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,United Kingdom,1059,6.1,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Germany,663,8.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Belgium,503,10.7,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Estonia,91,13.2,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Spain,1153,14.1,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Ireland,338,9.2,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Slovenia,254,20.5,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Cyprus,65,18.5,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Malta,57,26.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,France,1119,23.6,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Luxembourg,50,26.0,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Portugal,780,31.8,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Hungary,500,41.0,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Italy,868,42.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Lithuania,186,63.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Latvia,78,51.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Croatia,332,46.1,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Czech Republic,1399,54.4,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Bulgaria,127,54.3,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Romania,99,54.5,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Poland,369,51.8,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Greece,1432,62.9,,,,
Klebsiella pneumoniae,aminoglycosides,2012,Slovakia,378,63.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Iceland,30,0.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Finland,523,1.5,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Norway,644,2.3,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Sweden,1235,2.9,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Denmark,864,4.4,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Austria,947,5.3,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Netherlands,653,6.1,,,,
Klebsiella pneumoniae,aminoglycosides,2013,United Kingdom,1163,6.5,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Germany,743,9.6,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Belgium,600,9.8,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Estonia,91,9.9,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Spain,1241,16.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Ireland,317,17.4,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Slovenia,245,20.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Cyprus,68,25.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Malta,69,26.1,,,,
Klebsiella pneumoniae,aminoglycosides,2013,France,1938,26.7,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Luxembourg,53,28.3,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Portugal,912,30.3,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Hungary,556,36.9,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Italy,1438,44.9,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Lithuania,145,47.6,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Latvia,92,48.9,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Croatia,376,50.5,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Czech Republic,1291,51.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Bulgaria,138,56.5,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Romania,213,57.3,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Poland,380,58.4,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Greece,1171,59.0,,,,
Klebsiella pneumoniae,aminoglycosides,2013,Slovakia,489,64.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Bulgaria,126,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Finland,391,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Latvia,63,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Lithuania,43,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Sweden,655,0.3,,,,
Klebsiella pneumoniae,carbapenems,2010,Iceland,27,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Denmark,491,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Netherlands,640,0.3,,,,
Klebsiella pneumoniae,carbapenems,2010,Norway,448,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Belgium,116,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Ireland,301,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Slovenia,195,0.5,,,,
Klebsiella pneumoniae,carbapenems,2010,Czech Republic,1103,0.1,,,,
Klebsiella pneumoniae,carbapenems,2010,Croatia,279,2.2,,,,
Klebsiella pneumoniae,carbapenems,2010,United Kingdom,677,0.1,,,,
Klebsiella pneumoniae,carbapenems,2010,France,1432,0.1,,,,
Klebsiella pneumoniae,carbapenems,2010,Germany,464,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Poland,238,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Austria,509,0.6,,,,
Klebsiella pneumoniae,carbapenems,2010,Spain,1161,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Hungary,491,5.5,,,,
Klebsiella pneumoniae,carbapenems,2010,Portugal,443,1.4,,,,
Klebsiella pneumoniae,carbapenems,2010,Luxembourg,57,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Estonia,66,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Malta,57,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Cyprus,67,16.4,,,,
Klebsiella pneumoniae,carbapenems,2010,Romania,14,0.0,,,,
Klebsiella pneumoniae,carbapenems,2010,Italy,731,15.2,,,,
Klebsiella pneumoniae,carbapenems,2010,Greece,1687,49.1,,,,
Klebsiella pneumoniae,carbapenems,2011,Bulgaria,116,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Finland,404,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Latvia,65,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Lithuania,19,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Sweden,1099,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Iceland,24,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Denmark,589,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Netherlands,722,0.3,,,,
Klebsiella pneumoniae,carbapenems,2011,Norway,443,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Belgium,646,0.3,,,,
Klebsiella pneumoniae,carbapenems,2011,Ireland,302,0.3,,,,
Klebsiella pneumoniae,carbapenems,2011,Slovenia,232,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Czech Republic,1193,0.1,,,,
Klebsiella pneumoniae,carbapenems,2011,Croatia,299,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,United Kingdom,825,0.4,,,,
Klebsiella pneumoniae,carbapenems,2011,Slovakia,434,0.7,,,,
Klebsiella pneumoniae,carbapenems,2011,France,1640,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Germany,512,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Poland,376,0.5,,,,
Klebsiella pneumoniae,carbapenems,2011,Austria,610,0.2,,,,
Klebsiella pneumoniae,carbapenems,2011,Spain,1144,0.3,,,,
Klebsiella pneumoniae,carbapenems,2011,Hungary,413,1.9,,,,
Klebsiella pneumoniae,carbapenems,2011,Portugal,580,0.3,,,,
Klebsiella pneumoniae,carbapenems,2011,Luxembourg,48,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Estonia,73,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Malta,52,3.8,,,,
Klebsiella pneumoniae,carbapenems,2011,Cyprus,83,15.7,,,,
Klebsiella pneumoniae,carbapenems,2011,Romania,10,0.0,,,,
Klebsiella pneumoniae,carbapenems,2011,Italy,615,26.7,,,,
Klebsiella pneumoniae,carbapenems,2011,Greece,1636,68.2,,,,
Klebsiella pneumoniae,carbapenems,2012,Bulgaria,108,1.9,,,,
Klebsiella pneumoniae,carbapenems,2012,Finland,536,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Latvia,77,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Lithuania,185,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Sweden,976,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Iceland,16,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Denmark,680,0.3,,,,
Klebsiella pneumoniae,carbapenems,2012,Netherlands,684,0.1,,,,
Klebsiella pneumoniae,carbapenems,2012,Norway,623,0.5,,,,
Klebsiella pneumoniae,carbapenems,2012,Belgium,545,0.7,,,,
Klebsiella pneumoniae,carbapenems,2012,Ireland,338,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Slovenia,254,0.4,,,,
Klebsiella pneumoniae,carbapenems,2012,Czech Republic,1307,0.3,,,,
Klebsiella pneumoniae,carbapenems,2012,Croatia,331,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,United Kingdom,888,0.5,,,,
Klebsiella pneumoniae,carbapenems,2012,Slovakia,331,6.3,,,,
Klebsiella pneumoniae,carbapenems,2012,France,1627,0.5,,,,
Klebsiella pneumoniae,carbapenems,2012,Germany,661,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Poland,359,0.8,,,,
Klebsiella pneumoniae,carbapenems,2012,Austria,738,0.8,,,,
Klebsiella pneumoniae,carbapenems,2012,Spain,1152,0.8,,,,
Klebsiella pneumoniae,carbapenems,2012,Hungary,481,2.9,,,,
Klebsiella pneumoniae,carbapenems,2012,Portugal,749,0.7,,,,
Klebsiella pneumoniae,carbapenems,2012,Luxembourg,48,0.0,,,,
Klebsiella pneumoniae,carbapenems,2012,Estonia,79,1.3,,,,
Klebsiella pneumoniae,carbapenems,2012,Malta,57,3.5,,,,
Klebsiella pneumoniae,carbapenems,2012,Cyprus,65,9.2,,,,
Klebsiella pneumoniae,carbapenems,2012,Romania,102,13.7,,,,
Klebsiella pneumoniae,carbapenems,2012,Italy,845,29.1,,,,
Klebsiella pneumoniae,carbapenems,2012,Greece,1460,60.5,,,,
Klebsiella pneumoniae,carbapenems,2013,Bulgaria,129,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Finland,546,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Latvia,92,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Lithuania,144,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Sweden,1269,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Iceland,30,0.0,,,,
Klebsiella pneumoniae,carbapenems,2013,Denmark,645,0.2,,,,
Klebsiella pneumoniae,carbapenems,2013,Netherlands,646,0.2,,,,
Klebsiella pneumoniae,carbapenems,2013,Norway,645,0.2,,,,
Klebsiella pneumoniae,carbapenems,2013,Belgium,618,0.3,,,,
Klebsiella pneumoniae,carbapenems,2013,Ireland,317,0.3,,,,
Klebsiella pneumoniae,carbapenems,2013,Slovenia,245,0.4,,,,
Klebsiella pneumoniae,carbapenems,2013,Czech Republic,1133,0.5,,,,
Klebsiella pneumoniae,carbapenems,2013,Croatia,376,0.5,,,,
Klebsiella pneumoniae,carbapenems,2013,United Kingdom,1051,0.5,,,,
Klebsiella pneumoniae,carbapenems,2013,Slovakia,342,0.6,,,,
Klebsiella pneumoniae,carbapenems,2013,France,1842,0.7,,,,
Klebsiella pneumoniae,carbapenems,2013,Germany,743,0.7,,,,
Klebsiella pneumoniae,carbapenems,2013,Poland,370,0.8,,,,
Klebsiella pneumoniae,carbapenems,2013,Austria,910,1.2,,,,
Klebsiella pneumoniae,carbapenems,2013,Spain,1241,1.6,,,,
Klebsiella pneumoniae,carbapenems,2013,Hungary,531,1.7,,,,
Klebsiella pneumoniae,carbapenems,2013,Portugal,904,1.8,,,,
Klebsiella pneumoniae,carbapenems,2013,Luxembourg,53,1.9,,,,
Klebsiella pneumoniae,carbapenems,2013,Estonia,74,2.7,,,,
Klebsiella pneumoniae,carbapenems,2013,Malta,69,5.8,,,,
Klebsiella pneumoniae,carbapenems,2013,Cyprus,68,5.9,,,,
Klebsiella pneumoniae,carbapenems,2013,Romania,215,20.5,,,,
Klebsiella pneumoniae,carbapenems,2013,Italy,1453,34.3,,,,
Klebsiella pneumoniae,carbapenems,2013,Greece,1209,59.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Iceland,24,0.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Finland,401,2.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Sweden,405,4.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Norway,476,7.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Netherlands,644,7.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,United Kingdom,768,7.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Denmark,673,11.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Ireland,318,8.2,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Germany,478,14.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Austria,720,18.2,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Spain,1161,13.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Belgium,144,12.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Luxembourg,59,6.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Cyprus,67,38.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Estonia,64,25.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Malta,57,15.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,France,1527,21.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Slovenia,196,25.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Portugal,574,31.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Hungary,504,42.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Croatia,278,47.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Latvia,63,52.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Lithuania,80,36.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Bulgaria,126,52.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Czech Republic,1263,55.1,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Romania,17,29.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Italy,696,38.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Greece,1676,70.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2010,Poland,221,33.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Iceland,24,4.2,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Finland,404,2.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Sweden,822,2.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Norway,427,3.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Netherlands,728,7.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,United Kingdom,985,4.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Denmark,888,11.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Ireland,303,8.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Germany,519,14.1,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Austria,797,16.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Spain,1145,17.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Belgium,663,14.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Luxembourg,48,33.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Cyprus,83,36.1,,,,
Klebsiella pneumoniae,fluoroquinolones,2011,Estonia,91,22.0,,,,
